1024, 0.000076
2048, 0.000098
3072, 0.000111
4096, 0.000123
5120, 0.000131
6144, 0.000136
7168, 0.000137
8192, 0.000156
9216, 0.000179
10240, 0.000190
11264, 0.000194
12288, 0.000198
13312, 0.000205
14336, 0.000213
15360, 0.000225
16384, 0.000225
17408, 0.000231
18432, 0.000236
19456, 0.000250
20480, 0.000263
21504, 0.000271
22528, 0.000281
23552, 0.000298
24576, 0.000313
25600, 0.000322
26624, 0.000330
27648, 0.000334
28672, 0.000339
29696, 0.000347
30720, 0.000351
31744, 0.000356
32768, 0.000401
33792, 0.000408
34816, 0.000411
35840, 0.000413
36864, 0.000424
37888, 0.000465
38912, 0.000440
39936, 0.000451
40960, 0.000456
41984, 0.000471
43008, 0.000474
44032, 0.000478
45056, 0.000484
46080, 0.000492
47104, 0.000516
48128, 0.000512
49152, 0.000516
50176, 0.000535
51200, 0.000542
52224, 0.000564
53248, 0.000569
54272, 0.000575
55296, 0.000580
56320, 0.000587
57344, 0.000599
58368, 0.000609
59392, 0.000617
60416, 0.000621
61440, 0.000627
62464, 0.000640
63488, 0.000648
64512, 0.000658
65536, 0.000661
66560, 0.000678
67584, 0.000690
68608, 0.000702
69632, 0.000712
70656, 0.000721
71680, 0.000725
72704, 0.000731
73728, 0.000742
74752, 0.000748
75776, 0.000755
76800, 0.000765
77824, 0.000772
78848, 0.000787
79872, 0.000797
80896, 0.000805
81920, 0.000809
82944, 0.000817
83968, 0.000835
84992, 0.000847
86016, 0.000853
87040, 0.000860
88064, 0.000866
89088, 0.000874
90112, 0.000883
91136, 0.000892
92160, 0.000902
93184, 0.000907
94208, 0.000912
95232, 0.000923
96256, 0.000938
97280, 0.000954
98304, 0.000958
99328, 0.000964
100352, 0.000973
101376, 0.000989
102400, 0.000995
103424, 0.001005
104448, 0.001009
105472, 0.001015
106496, 0.001023
107520, 0.001036
108544, 0.001045
109568, 0.001049
110592, 0.001057
111616, 0.001071
112640, 0.001087
113664, 0.001096
114688, 0.001102
115712, 0.001109
116736, 0.001115
117760, 0.001121
118784, 0.001138
119808, 0.001147
120832, 0.001150
121856, 0.001161
122880, 0.001166
123904, 0.001177
124928, 0.001186
125952, 0.001198
126976, 0.001206
128000, 0.001328
129024, 0.001347
130048, 0.001366
131072, 0.001372
